mode,tsne_x,tsne_y,y_true,y_pred,y_score,bucket_id,effective_bucket_id,bucket_status,fallback_used
fallback_off,-59.72673,-17.88848,0,1.0,0.602902,L1_Contract=month_to_month|L2_tenure=new|L3_InternetService=dsl,L1_Contract=month_to_month|L2_tenure=new|L3_InternetService=dsl,strong,False
fallback_off,-13.865686,-17.953997,0,0.0,0.024179764,L1_Contract=one_year|L2_tenure=mid_term|L3_InternetService=dsl,L1_Contract=one_year|L2_tenure=mid_term|L3_InternetService=dsl,strong,False
fallback_off,-20.19812,-38.281376,1,1.0,0.598129,L1_Contract=month_to_month|L2_tenure=new|L3_InternetService=dsl,L1_Contract=month_to_month|L2_tenure=new|L3_InternetService=dsl,strong,False
fallback_off,-40.932545,-13.972954,0,0.0,0.034652967,L1_Contract=one_year|L2_tenure=mid_term|L3_InternetService=dsl,L1_Contract=one_year|L2_tenure=mid_term|L3_InternetService=dsl,strong,False
fallback_off,29.677965,-56.588024,1,1.0,0.5647726,L1_Contract=month_to_month|L2_tenure=new|L3_InternetService=fiber,L1_Contract=month_to_month|L2_tenure=new|L3_InternetService=fiber,strong,False
fallback_off,64.23438,-16.658867,1,1.0,0.96993744,L1_Contract=month_to_month|L2_tenure=new|L3_InternetService=fiber,L1_Contract=month_to_month|L2_tenure=new|L3_InternetService=fiber,strong,False
fallback_off,36.730507,-18.241089,0,1.0,0.40018618,L1_Contract=month_to_month|L2_tenure=short_term|L3_InternetService=fiber,L1_Contract=month_to_month|L2_tenure=short_term|L3_InternetService=fiber,strong,False
fallback_off,-49.75026,-28.786104,0,1.0,0.2211078,L1_Contract=month_to_month|L2_tenure=new|L3_InternetService=dsl,L1_Contract=month_to_month|L2_tenure=new|L3_InternetService=dsl,strong,False
fallback_off,54.155403,-1.4868128,1,1.0,0.7903439,L1_Contract=month_to_month|L2_tenure=mid_term|L3_InternetService=fiber,L1_Contract=month_to_month|L2_tenure=mid_term|L3_InternetService=fiber,strong,False
fallback_off,-11.664966,3.0237725,0,0.0,0.014148523,L1_Contract=one_year|L2_tenure=long_term|L3_InternetService=dsl,L1_Contract=one_year|L2_tenure=long_term|L3_InternetService=dsl,strong,False
fallback_off,-26.597506,-27.660107,0,0.0,0.08173716,L1_Contract=month_to_month|L2_tenure=short_term|L3_InternetService=dsl,L1_Contract=month_to_month|L2_tenure=short_term|L3_InternetService=dsl,strong,False
fallback_off,-45.091305,72.579605,0,0.0,0.0024532543,L1_Contract=two_year|L2_tenure=short_term|L3_InternetService=no_internet,L1_Contract=two_year|L2_tenure=short_term|L3_InternetService=no_internet,strong,False
fallback_off,42.218376,25.83927,0,1.0,0.3447309,L1_Contract=one_year|L2_tenure=mid_term|L3_InternetService=fiber,L1_Contract=one_year|L2_tenure=mid_term|L3_InternetService=fiber,strong,False
fallback_off,55.654236,7.0329685,1,1.0,0.58598906,L1_Contract=month_to_month|L2_tenure=mid_term|L3_InternetService=fiber,L1_Contract=month_to_month|L2_tenure=mid_term|L3_InternetService=fiber,strong,False
fallback_off,61.704594,-28.076584,0,1.0,0.62446535,L1_Contract=month_to_month|L2_tenure=mid_term|L3_InternetService=fiber,L1_Contract=month_to_month|L2_tenure=mid_term|L3_InternetService=fiber,strong,False
fallback_off,19.45956,54.781624,0,0.0,0.015041344,L1_Contract=two_year|L2_tenure=long_term|L3_InternetService=fiber,L1_Contract=two_year|L2_tenure=long_term|L3_InternetService=fiber,strong,False
fallback_off,-59.421097,26.000559,0,0.0,0.014480377,L1_Contract=one_year|L2_tenure=mid_term|L3_InternetService=no_internet,L1_Contract=one_year|L2_tenure=mid_term|L3_InternetService=no_internet,strong,False
fallback_off,26.496456,58.33299,0,0.0,0.08593519,L1_Contract=two_year|L2_tenure=long_term|L3_InternetService=fiber,L1_Contract=two_year|L2_tenure=long_term|L3_InternetService=fiber,strong,False
fallback_off,-5.8797865,-30.8032,1,1.0,0.29523417,L1_Contract=month_to_month|L2_tenure=new|L3_InternetService=dsl,L1_Contract=month_to_month|L2_tenure=new|L3_InternetService=dsl,strong,False
fallback_off,62.027683,-35.122303,0,1.0,0.47734308,L1_Contract=month_to_month|L2_tenure=short_term|L3_InternetService=fiber,L1_Contract=month_to_month|L2_tenure=short_term|L3_InternetService=fiber,strong,False
fallback_off,-65.61999,-14.234637,1,1.0,0.96081626,L1_Contract=month_to_month|L2_tenure=new|L3_InternetService=dsl,L1_Contract=month_to_month|L2_tenure=new|L3_InternetService=dsl,strong,False
fallback_off,-62.837933,36.86502,0,0.0,0.06782387,L1_Contract=one_year|L2_tenure=new|L3_InternetService=no_internet,L1_Contract=one_year|L2_tenure=new|L3_InternetService=no_internet,strong,False
fallback_off,-83.31224,-24.592852,1,1.0,0.4046901,L1_Contract=month_to_month|L2_tenure=new|L3_InternetService=no_internet,L1_Contract=month_to_month|L2_tenure=new|L3_InternetService=no_internet,strong,False
fallback_off,-4.728487,12.66847,0,0.0,0.016683342,L1_Contract=two_year|L2_tenure=mid_term|L3_InternetService=dsl,L1_Contract=two_year|L2_tenure=mid_term|L3_InternetService=dsl,strong,False
fallback_off,-13.775688,9.105735,0,0.0,0.09087521,L1_Contract=month_to_month|L2_tenure=mid_term|L3_InternetService=dsl,L1_Contract=month_to_month|L2_tenure=mid_term|L3_InternetService=dsl,strong,False
fallback_off,-8.007345,-17.409233,0,0.0,0.09834247,L1_Contract=month_to_month|L2_tenure=mid_term|L3_InternetService=dsl,L1_Contract=month_to_month|L2_tenure=mid_term|L3_InternetService=dsl,strong,False
fallback_off,52.01074,12.016798,1,1.0,0.66739744,L1_Contract=month_to_month|L2_tenure=mid_term|L3_InternetService=fiber,L1_Contract=month_to_month|L2_tenure=mid_term|L3_InternetService=fiber,strong,False
fallback_off,-58.935394,-20.041613,1,1.0,0.59441173,L1_Contract=month_to_month|L2_tenure=new|L3_InternetService=dsl,L1_Contract=month_to_month|L2_tenure=new|L3_InternetService=dsl,strong,False
