mode,tsne_x,tsne_y,y_true,y_pred,y_score,bucket_id,effective_bucket_id,bucket_status,fallback_used
fallback_on,-75.562546,30.747738,0,0.0,0.0022397968,L1_VisitorType=returning|L2_Month=low_season|L3_Region=region_1_2,L1_VisitorType=returning|L2_Month=low_season,weak,True
fallback_on,-43.01723,-28.201183,0,0.0,0.006422459,L1_VisitorType=returning|L2_Month=low_season|L3_Region=region_1_2,L1_VisitorType=returning|L2_Month=low_season,weak,True
fallback_on,-75.62118,29.943264,0,0.0,0.0020322439,L1_VisitorType=returning|L2_Month=low_season|L3_Region=region_5_plus,L1_VisitorType=returning|L2_Month=low_season|L3_Region=region_5_plus,strong,False
fallback_on,-61.746086,3.308931,0,0.0,0.0027073554,L1_VisitorType=returning|L2_Month=low_season|L3_Region=region_1_2,L1_VisitorType=returning|L2_Month=low_season,weak,True
fallback_on,-11.987533,29.484661,0,0.0,0.005009015,L1_VisitorType=returning|L2_Month=low_season|L3_Region=region_1_2,L1_VisitorType=returning|L2_Month=low_season,weak,True
fallback_on,-18.046875,-34.54975,0,0.0,0.008396505,L1_VisitorType=returning|L2_Month=low_season|L3_Region=region_1_2,L1_VisitorType=returning|L2_Month=low_season,weak,True
fallback_on,-56.69441,27.855337,0,0.0,0.002594078,L1_VisitorType=returning|L2_Month=low_season|L3_Region=region_3_4,L1_VisitorType=returning|L2_Month=low_season,weak,True
fallback_on,-75.34524,31.838924,0,0.0,0.005924921,L1_VisitorType=returning|L2_Month=low_season|L3_Region=region_1_2,L1_VisitorType=returning|L2_Month=low_season,weak,True
fallback_on,-37.338486,43.07759,0,0.0,0.0028945657,L1_VisitorType=returning|L2_Month=low_season|L3_Region=region_1_2,L1_VisitorType=returning|L2_Month=low_season,weak,True
fallback_on,-35.17084,37.770325,0,0.0,0.029479442,L1_VisitorType=returning|L2_Month=low_season|L3_Region=region_1_2,L1_VisitorType=returning|L2_Month=low_season,weak,True
fallback_on,-44.296936,-7.2115307,0,0.0,0.0060838596,L1_VisitorType=returning|L2_Month=low_season|L3_Region=region_3_4,L1_VisitorType=returning|L2_Month=low_season,weak,True
fallback_on,-37.44093,36.587223,0,0.0,0.013253181,L1_VisitorType=returning|L2_Month=low_season|L3_Region=region_3_4,L1_VisitorType=returning|L2_Month=low_season,weak,True
fallback_on,-43.86256,-5.892914,0,0.0,0.0066593545,L1_VisitorType=returning|L2_Month=low_season|L3_Region=region_1_2,L1_VisitorType=returning|L2_Month=low_season,weak,True
fallback_on,-33.597492,-35.665936,0,0.0,0.006459728,L1_VisitorType=returning|L2_Month=low_season|L3_Region=region_1_2,L1_VisitorType=returning|L2_Month=low_season,weak,True
fallback_on,-5.1006107,61.02268,0,0.0,0.0024629263,L1_VisitorType=returning|L2_Month=low_season|L3_Region=region_3_4,L1_VisitorType=returning|L2_Month=low_season,weak,True
fallback_on,-43.351063,-5.480013,0,0.0,0.0078922305,L1_VisitorType=returning|L2_Month=low_season|L3_Region=region_5_plus,L1_VisitorType=returning|L2_Month=low_season|L3_Region=region_5_plus,strong,False
fallback_on,-75.54236,29.958433,0,0.0,0.002342963,L1_VisitorType=returning|L2_Month=low_season|L3_Region=region_3_4,L1_VisitorType=returning|L2_Month=low_season,weak,True
fallback_on,-11.592439,27.953545,0,0.0,0.0092418585,L1_VisitorType=returning|L2_Month=low_season|L3_Region=region_1_2,L1_VisitorType=returning|L2_Month=low_season,weak,True
fallback_on,-43.40776,-27.827532,0,0.0,0.0031622583,L1_VisitorType=returning|L2_Month=low_season|L3_Region=region_1_2,L1_VisitorType=returning|L2_Month=low_season,weak,True
fallback_on,-20.964659,-45.442875,0,0.0,0.012956384,L1_VisitorType=returning|L2_Month=low_season|L3_Region=region_3_4,L1_VisitorType=returning|L2_Month=low_season,weak,True
fallback_on,-40.784386,65.75058,0,0.0,0.0046942397,L1_VisitorType=returning|L2_Month=low_season|L3_Region=region_5_plus,L1_VisitorType=returning|L2_Month=low_season|L3_Region=region_5_plus,strong,False
fallback_on,-72.70064,31.414946,0,0.0,0.0035592825,L1_VisitorType=returning|L2_Month=low_season|L3_Region=region_1_2,L1_VisitorType=returning|L2_Month=low_season,weak,True
fallback_on,-1.8198112,55.251034,0,0.0,0.028734332,L1_VisitorType=returning|L2_Month=low_season|L3_Region=region_1_2,L1_VisitorType=returning|L2_Month=low_season,weak,True
fallback_on,-37.49727,43.754974,0,0.0,0.0034912806,L1_VisitorType=returning|L2_Month=low_season|L3_Region=region_1_2,L1_VisitorType=returning|L2_Month=low_season,weak,True
fallback_on,-77.94694,21.059862,0,0.0,0.0022433482,L1_VisitorType=returning|L2_Month=low_season|L3_Region=region_3_4,L1_VisitorType=returning|L2_Month=low_season,weak,True
fallback_on,-43.643955,-5.7880306,0,0.0,0.0034797168,L1_VisitorType=returning|L2_Month=low_season|L3_Region=region_5_plus,L1_VisitorType=returning|L2_Month=low_season|L3_Region=region_5_plus,strong,False
fallback_on,34.376534,-22.240551,0,0.0,0.015915552,L1_VisitorType=returning|L2_Month=low_season|L3_Region=region_1_2,L1_VisitorType=returning|L2_Month=low_season,weak,True
fallback_on,-46.12698,-6.548976,0,0.0,0.00385077,L1_VisitorType=returning|L2_Month=low_season|L3_Region=region_1_2,L1_VisitorType=returning|L2_Month=low_season,weak,True
fallback_on,-35.60622,35.156815,0,0.0,0.0026022904,L1_VisitorType=returning|L2_Month=low_season|L3_Region=region_1_2,L1_VisitorType=returning|L2_Month=low_season,weak,True
fallback_on,-20.385365,58.787533,0,-1.0,0.21867862,L1_VisitorType=returning|L2_Month=low_season|L3_Region=region_1_2,L1_VisitorType=returning|L2_Month=low_season,weak,True
fallback_on,-45.101894,-6.6164613,0,0.0,0.0023599258,L1_VisitorType=returning|L2_Month=low_season|L3_Region=region_5_plus,L1_VisitorType=returning|L2_Month=low_season|L3_Region=region_5_plus,strong,False
fallback_on,-34.938698,-10.274936,0,0.0,0.008454213,L1_VisitorType=returning|L2_Month=low_season|L3_Region=region_5_plus,L1_VisitorType=returning|L2_Month=low_season|L3_Region=region_5_plus,strong,False
fallback_on,-19.182129,-34.460102,0,0.0,0.009398347,L1_VisitorType=returning|L2_Month=low_season|L3_Region=region_1_2,L1_VisitorType=returning|L2_Month=low_season,weak,True
fallback_on,-44.767822,-7.700417,0,0.0,0.0041455035,L1_VisitorType=returning|L2_Month=low_season|L3_Region=region_3_4,L1_VisitorType=returning|L2_Month=low_season,weak,True
fallback_on,-19.171803,-34.45387,0,0.0,0.013231603,L1_VisitorType=returning|L2_Month=low_season|L3_Region=region_1_2,L1_VisitorType=returning|L2_Month=low_season,weak,True
fallback_on,-7.6555853,-56.961273,0,0.0,0.0126502365,L1_VisitorType=returning|L2_Month=low_season|L3_Region=region_5_plus,L1_VisitorType=returning|L2_Month=low_season|L3_Region=region_5_plus,strong,False
fallback_on,11.793624,58.074924,0,0.0,0.010084144,L1_VisitorType=returning|L2_Month=low_season|L3_Region=region_1_2,L1_VisitorType=returning|L2_Month=low_season,weak,True
fallback_on,-30.680882,57.046917,0,0.0,0.009794585,L1_VisitorType=returning|L2_Month=low_season|L3_Region=region_5_plus,L1_VisitorType=returning|L2_Month=low_season|L3_Region=region_5_plus,strong,False
fallback_on,-35.891888,40.47729,0,0.0,0.0049113794,L1_VisitorType=returning|L2_Month=low_season|L3_Region=region_1_2,L1_VisitorType=returning|L2_Month=low_season,weak,True
fallback_on,-20.360235,-35.52842,0,0.0,0.008306999,L1_VisitorType=returning|L2_Month=low_season|L3_Region=region_1_2,L1_VisitorType=returning|L2_Month=low_season,weak,True
fallback_on,16.869202,-10.987212,0,0.0,0.009080711,L1_VisitorType=returning|L2_Month=low_season|L3_Region=region_5_plus,L1_VisitorType=returning|L2_Month=low_season|L3_Region=region_5_plus,strong,False
fallback_on,-38.20104,38.140102,0,0.0,0.014680261,L1_VisitorType=returning|L2_Month=low_season|L3_Region=region_3_4,L1_VisitorType=returning|L2_Month=low_season,weak,True
fallback_on,-11.021781,27.656418,0,0.0,0.00650557,L1_VisitorType=returning|L2_Month=low_season|L3_Region=region_3_4,L1_VisitorType=returning|L2_Month=low_season,weak,True
fallback_on,-36.989853,39.18024,0,0.0,0.008396255,L1_VisitorType=returning|L2_Month=low_season|L3_Region=region_1_2,L1_VisitorType=returning|L2_Month=low_season,weak,True
fallback_on,-43.578476,-6.806243,0,0.0,0.00586322,L1_VisitorType=returning|L2_Month=low_season|L3_Region=region_1_2,L1_VisitorType=returning|L2_Month=low_season,weak,True
fallback_on,-21.11072,-35.713367,0,0.0,0.012703162,L1_VisitorType=returning|L2_Month=low_season|L3_Region=region_1_2,L1_VisitorType=returning|L2_Month=low_season,weak,True
fallback_on,-11.889986,-13.772921,0,0.0,0.024252012,L1_VisitorType=returning|L2_Month=low_season|L3_Region=region_1_2,L1_VisitorType=returning|L2_Month=low_season,weak,True
fallback_on,-58.97917,8.450604,0,0.0,0.0030084737,L1_VisitorType=returning|L2_Month=low_season|L3_Region=region_1_2,L1_VisitorType=returning|L2_Month=low_season,weak,True
fallback_on,-3.0508358,56.508366,0,0.0,0.005277813,L1_VisitorType=returning|L2_Month=low_season|L3_Region=region_1_2,L1_VisitorType=returning|L2_Month=low_season,weak,True
fallback_on,-54.95483,29.11162,0,0.0,0.0017101257,L1_VisitorType=returning|L2_Month=low_season|L3_Region=region_3_4,L1_VisitorType=returning|L2_Month=low_season,weak,True
fallback_on,-78.68251,31.817577,0,0.0,0.0015919859,L1_VisitorType=returning|L2_Month=low_season|L3_Region=region_3_4,L1_VisitorType=returning|L2_Month=low_season,weak,True
fallback_on,-3.0108185,56.583393,0,0.0,0.0064746607,L1_VisitorType=returning|L2_Month=low_season|L3_Region=region_1_2,L1_VisitorType=returning|L2_Month=low_season,weak,True
fallback_on,-43.334656,58.68266,0,0.0,0.00886036,L1_VisitorType=returning|L2_Month=low_season|L3_Region=region_3_4,L1_VisitorType=returning|L2_Month=low_season,weak,True
fallback_on,-43.295944,-6.999763,0,0.0,0.009053442,L1_VisitorType=returning|L2_Month=low_season|L3_Region=region_1_2,L1_VisitorType=returning|L2_Month=low_season,weak,True
fallback_on,-39.658463,38.408638,0,0.0,0.0066573042,L1_VisitorType=returning|L2_Month=low_season|L3_Region=region_1_2,L1_VisitorType=returning|L2_Month=low_season,weak,True
fallback_on,-56.900677,27.597704,0,0.0,0.0035492713,L1_VisitorType=returning|L2_Month=low_season|L3_Region=region_1_2,L1_VisitorType=returning|L2_Month=low_season,weak,True
fallback_on,-54.885033,28.692104,0,0.0,0.0020843986,L1_VisitorType=returning|L2_Month=low_season|L3_Region=region_3_4,L1_VisitorType=returning|L2_Month=low_season,weak,True
fallback_on,41.262024,12.865933,0,1.0,0.3135538,L1_VisitorType=returning|L2_Month=low_season|L3_Region=region_3_4,L1_VisitorType=returning|L2_Month=low_season,weak,True
fallback_on,-35.668068,35.26771,0,0.0,0.00458766,L1_VisitorType=returning|L2_Month=low_season|L3_Region=region_5_plus,L1_VisitorType=returning|L2_Month=low_season|L3_Region=region_5_plus,strong,False
fallback_on,-36.54278,42.191658,0,0.0,0.015970554,L1_VisitorType=returning|L2_Month=low_season|L3_Region=region_1_2,L1_VisitorType=returning|L2_Month=low_season,weak,True
fallback_on,-37.666782,36.73796,0,0.0,0.0060999584,L1_VisitorType=returning|L2_Month=low_season|L3_Region=region_3_4,L1_VisitorType=returning|L2_Month=low_season,weak,True
fallback_on,-46.30332,-6.56844,0,0.0,0.005260211,L1_VisitorType=returning|L2_Month=low_season|L3_Region=region_1_2,L1_VisitorType=returning|L2_Month=low_season,weak,True
fallback_on,52.810024,-32.38748,0,-1.0,0.121956766,L1_VisitorType=returning|L2_Month=low_season|L3_Region=region_3_4,L1_VisitorType=returning|L2_Month=low_season,weak,True
fallback_on,-22.032475,12.06122,0,0.0,0.0043497793,L1_VisitorType=returning|L2_Month=low_season|L3_Region=region_5_plus,L1_VisitorType=returning|L2_Month=low_season|L3_Region=region_5_plus,strong,False
fallback_on,-77.63165,20.826073,0,0.0,0.001959495,L1_VisitorType=returning|L2_Month=low_season|L3_Region=region_3_4,L1_VisitorType=returning|L2_Month=low_season,weak,True
fallback_on,-29.236273,58.365192,1,1.0,0.6211467,L1_VisitorType=returning|L2_Month=low_season|L3_Region=region_3_4,L1_VisitorType=returning|L2_Month=low_season,weak,True
fallback_on,42.050583,-1.4437505,0,0.0,0.018076025,L1_VisitorType=returning|L2_Month=low_season|L3_Region=region_1_2,L1_VisitorType=returning|L2_Month=low_season,weak,True
